ts,Es,E1s,E2s,delta_uhs,Delta_uhs
0.0,1.01135622174674,0.48274665942844897,0.5286095623182909,,
0.0001,0.7168059286278647,0.06579901340241394,0.6510069152254507,1.750929943592765e-14,1.750929943592765e-14
0.0002,0.6996797675978398,0.05108123060571343,0.6485985369921259,-1.3032489921059785e-14,1.0744342835682876e-14
0.00030000000000000003,0.688027586066897,0.052026903358996644,0.6360006827079028,1.1440735426884544e-14,1.631548356529622e-14
0.0004,0.6762621705500135,0.05618759582107911,0.6200745747289331,7.113152895845607e-15,2.4672194659716234e-14
0.0005,0.6640123379717233,0.06158197749732928,0.6024303604743951,1.4922698382892884e-15,2.7855703648066716e-14
0.0006000000000000001,0.6514087166175337,0.06761782290889347,0.5837908937086412,1.1440735426884544e-15,3.1835089883504815e-14
0.0007000000000000001,0.6386683826230077,0.0739972328456438,0.5646711497773633,1.3529913200489548e-14,3.9793862354381025e-14
0.0008000000000000001,0.6260155648516823,0.0805049042987615,0.545510660552921,2.885055020692624e-15,4.3773248589819127e-14
0.0009000000000000002,0.6136485193489647,0.08696160038861434,0.5266869189603494,-1.2087385690143236e-14,3.422272162476768e-14
0.0010000000000000002,0.6017234170779991,0.09321850914538878,0.5085049079326106,-5.07371745018358e-15,2.7855703648066716e-14
0.0011000000000000003,0.5903508230741573,0.09916008934253578,0.49119073373162164,3.278019411442137e-14,6.605781150827249e-14
0.0012000000000000003,0.5796000473040726,0.10470501563084636,0.4748950316732266,-3.969437769849507e-14,3.263096713059244e-14
0.0013000000000000004,0.569506451594987,0.10980332600816096,0.4597031255868268,5.770110041385248e-15,2.8651580895154336e-14
0.0014000000000000004,0.5600788657238133,0.11443117797351098,0.445647687750303,-1.4922698382892883e-14,1.1938158706314307e-14
0.0015000000000000005,0.5513060655086555,0.11858494921539528,0.4327211162932604,8.257226438534061e-15,2.7855703648066716e-14
0.0016000000000000005,0.5431625107176021,0.12227583254319409,0.42088667817440784,-4.476809514867865e-16,1.910105393010289e-14
0.0017000000000000006,0.5356139122304764,0.12552533210260738,0.41008858012786864,3.233251316293458e-14,4.456912583690674e-14
0.0018000000000000006,0.5286219289381372,0.1283614716680329,0.4002604572701045,-9.550526965051445e-15,3.9793862354381025e-14
0.0019000000000000006,0.5221466596453406,0.13081562038262662,0.3913310392627143,-1.989693117719051e-15,4.934438931943247e-14
0.0020000000000000005,0.5161469922665837,0.1329202417445825,0.38322675052200195,1.50967965306933e-14,6.685368875536012e-14
0.0021000000000000003,0.5105802242040551,0.1347077559198547,0.37587246828420084,-3.7058034317517325e-15,7.958772470876205e-14
0.0022,0.5054021934858668,0.1362102020475155,0.3691919914383496,-2.570434796453299e-14,4.775263482525723e-14
0.0023,0.5005683189667889,0.13745917792066614,0.363109141046124,1.8302067787518834e-14,4.934438931943247e-14
0.0024,0.49603549784659917,0.13848567957875302,0.35754981826784654,6.665471944358821e-15,5.730316179030867e-14
0.0024999999999999996,0.4917644600371073,0.1393196217871389,0.3524448382499679,2.1812010802995098e-14,8.436298819128776e-14
0.0025999999999999994,0.48772168049906073,0.13998901954177073,0.3477326609572915,2.5866010530347665e-15,9.391351515633921e-14
0.0026999999999999993,0.48387994152456887,0.14051909432114015,0.3433608472034292,2.2657630378025695e-14,1.0187228762721541e-13
0.002799999999999999,0.4802173137174501,0.1409316944889563,0.3392856192284936,-3.287967877030732e-14,6.048667077865915e-14
0.002899999999999999,0.4767152032547668,0.14124529359033078,0.33546990966443563,6.81469892818775e-15,4.2977371342731504e-14
0.0029999999999999988,0.47335671944668495,0.1414755486998313,0.33188117074685314,1.7658526419756578e-15,7.640421572041156e-14
0.0030999999999999986,0.4701263717290625,0.14163606839696108,0.3284903033321019,1.0644858179796924e-14,1.0983106009809162e-13
0.0031999999999999984,0.4670108331054088,0.14173890161310332,0.3252719314923056,3.20838015232197e-14,1.2256509605149356e-13
0.0032999999999999982,0.4639993801316949,0.14179455417480968,0.3222048259568849,-1.0794085163625853e-14,8.675061993255062e-14
0.003399999999999998,0.46108312734894746,0.14181184326938304,0.3192712840795638,-1.9200538585988843e-14,7.640421572041156e-14
0.003499999999999998,0.4582538752227135,0.1417980140987669,0.31645586112394647,-3.929643907495126e-15,1.0425991936847828e-13
0.0035999999999999977,0.45550396978479296,0.1417590961655505,0.3137448736192439,4.1783555472100076e-15,1.0823930560391639e-13
0.0036999999999999976,0.4528271519485793,0.14170011647724104,0.3111270354713385,-1.9747704193361582e-14,8.197535645002491e-14
0.0037999999999999974,0.45021913374545364,0.14162504215725555,0.3085940915881992,2.2881470853769087e-15,5.093614381360771e-14
0.0038999999999999972,0.4476771904630225,0.1415367503400405,0.3061404401229822,-6.3670179767009634e-15,7.79959702145868e-14
0.0039999999999999975,0.44519929955931936,0.1414373046883674,0.303761994870951,2.1438943343422775e-14,8.038360195584967e-14
0.004099999999999998,0.4427838166221053,0.1413284209870913,0.30145539563501406,8.505938078248944e-15,1.130145690864421e-13
0.004199999999999998,0.44043004217074005,0.1412116956741562,0.2992183464965857,-5.506475703287474e-14,3.740623061311816e-14
0.004299999999999998,0.43813898406240337,0.1410882979837244,0.2970506860786777,-3.138740893201803e-14,6.3670179767009634e-15
0.0043999999999999985,0.4359131931839157,0.1409583118739898,0.2949548813099255,2.13892010154798e-15,0.0
0.004499999999999999,0.43375521055401833,0.14082031869337863,0.2929348918606399,6.0188216811001296e-15,1.0346404212139066e-14
0.004599999999999999,0.43166543595644774,0.1406717284504398,0.2909937075060083,2.5318844922974926e-14,5.770110041385249e-14
0.004699999999999999,0.42964091449861075,0.14050978981706852,0.28913112468154223,3.765494225283304e-14,6.963925912016679e-14
0.0048,0.42767575194205165,0.1403326593130597,0.28734309262899155,2.939771581429898e-14,1.0744342835682876e-13
0.0049,0.4257625126236845,0.14013996970281975,0.28562254292086514,6.764956600244774e-15,1.0505579661556589e-13
0.005,0.42389365746971797,0.13993284135623002,0.28396081611348867,3.407349464093875e-14,1.5519606318208598e-13
0.0051,0.42206271011623886,0.1397135754721356,0.2823491346441033,3.743110177708965e-14,1.9419404828937938e-13
0.005200000000000001,0.42026522351718293,0.13948518855944436,0.2807800349577391,3.6510868710144586e-14,2.0812190011341274e-13
0.005300000000000001,0.4184994667981517,0.13925080549075936,0.27924866130739207,-1.1565091246741984e-14,1.9419404828937938e-13
0.005400000000000001,0.41676646549475127,0.13901294255353588,0.2777535229412159,8.306968766477038e-15,2.2006005881972705e-13
0.005500000000000001,0.41506901435425214,0.13877287057387708,0.27629614378037504,4.55142300678233e-15,2.220497519374461e-13
0.005600000000000002,0.4134098081286251,0.13853038996742362,0.27487941816120093,1.84544036668442e-14,2.417477138028647e-13
0.005700000000000002,0.4117896510354008,0.13828423878427895,0.27350541225112146,2.5343716086946415e-14,2.775621899218076e-13
0.005800000000000002,0.4102068272307848,0.1380329488925579,0.2721738783382276,1.5942416105723896e-14,2.99846752840261e-13
0.0059000000000000025,0.40865772963534697,0.13777565162470365,0.27088207801064346,1.3977594151976333e-14,3.0273180786095363e-13
0.006000000000000003,0.40713795859181373,0.13751247915959858,0.26962547943221477,1.1515348918799009e-14,3.214349231675127e-13
0.006100000000000003,0.40564327451257887,0.137244574133072,0.268398700379506,1.8342483428972502e-14,3.315823580678799e-13
0.006200000000000003,0.40417033885288917,0.13697388102804606,0.267196457824843,-9.774367440794839e-15,2.9407664279887576e-13
0.0063000000000000035,0.40271731661051396,0.13670282803798742,0.2660144885725261,7.187766387760072e-15,3.1208336551423317e-13
0.006400000000000004,0.4012842037284867,0.1364339239319363,0.2648502797965506,4.00425739940959e-15,3.3939190355492714e-13
0.006500000000000004,0.3998725661740698,0.13616930577977043,0.26370326039429937,5.457976933543072e-14,3.79484219876966e-13
0.006600000000000004,0.39848455766733365,0.13591035469052012,0.2625742029768133,4.2635392838123544e-14,4.584750366504123e-13
0.0067000000000000046,0.3971216378803723,0.13565753161946914,0.26146410626090333,3.855030415580661e-15,4.3942372504825243e-13
0.006800000000000005,0.39578379000701247,0.13541048460811925,0.260373305398893,-7.411606863503465e-15,4.4004550414753964e-13
0.006900000000000005,0.39446965578596027,0.1351683205833177,0.2593013352026439,-3.9992831666152926e-14,3.539166633142762e-13
0.007000000000000005,0.3931772351015078,0.13492988526482436,0.25824734983668335,4.027885005182504e-14,4.1099598462884147e-13
0.007100000000000006,0.39190451283538524,0.13469397667482946,0.25721053616055595,-2.5160291252656688e-14,4.207952232336078e-13
0.007200000000000006,0.39064971296198764,0.13445951370538098,0.2561901992566068,-4.223900866232795e-14,3.5435190868377725e-13
0.007300000000000006,0.3894113219854961,0.13422570130636644,0.25518562067912975,5.7615605787700495e-15,3.8634866113309676e-13
0.007400000000000006,0.3881881909329506,0.1339921742728886,0.25419601666006186,1.4473851595594933e-15,3.697969015100714e-13
0.007500000000000007,0.3869798683492954,0.13375903094192165,0.253220837407374,-3.446521547348969e-14,3.349150940400593e-13
0.007600000000000007,0.38578700011664613,0.13352667544458666,0.2522603246720591,-1.856943280021233e-14,3.256132787147227e-13
0.007700000000000007,0.3846114170471341,0.13329549526511394,0.2513159217820209,4.080269894297451e-14,3.537176940025043e-13
0.0078000000000000074,0.3834556293830853,0.13306553659513662,0.250390092787949,-5.614665266563448e-15,3.4570917920368515e-13
0.007900000000000008,0.38232187419601854,0.13283638423006064,0.24948548996595812,-2.179335743001648e-15,3.5050931385018236e-13
0.008000000000000007,0.38121128844228186,0.13260732883046197,0.24860395961182052,2.0751877438710417e-14,3.663025029720773e-13
0.008100000000000007,0.38012370525312367,0.1323776911723012,0.24774601408082209,2.173117952008776e-15,3.6970985243617116e-13
