δs,cond_numbers,el2s,eh1s,ehs_energy
0.0,8.563887561057422e6,0.03038916662668661,0.13033054277581987,2.199276882843249
0.001278885511063846,1.0876971862674013e7,0.030387033041005873,0.13032711260354432,2.1993146796268257
0.002557771022127692,1.3902583698171299e7,0.0303805787870314,0.13031664025026793,2.1994277104257716
0.003836656533191538,1.788937869935156e7,0.03036972781577608,0.1302990199156852,2.1996151921206795
0.005115542044255384,2.318437569746244e7,0.030354354186513513,0.13027407569331964,2.1998758672630774
0.00639442755531923,3.0276962231642462e7,0.03033428422581673,0.13024156469165107,2.2002080771840524
0.007673313066383076,3.986509802304809e7,0.03030929962384367,0.1302011814687602,2.200609868351513
0.008952198577446922,5.2956305252998024e7,0.03027914148320994,0.13015256379425863,2.2010791359638167
0.010231084088510768,9.825502260802748e17,0.030334590906456727,0.1301381906960777,2.852342495496472
0.011509969599574614,1.5155781014944655e15,0.030058168569207486,0.1297846505012533,2.3955403860235407
0.01278885511063846,5.3174634770453055e13,0.029838529460181028,0.12950815678673963,2.296358306633775
0.014067740621702306,4.2325530454262114e12,0.029668961808381536,0.1293013770595946,2.2588365468526144
0.015346626132766153,2.41648183076512e11,0.02955126452520342,0.1291697125686047,2.244035470067693
0.01662551164383,1.802908261942021e11,0.029500478502917843,0.12913964850437,2.244033944780529
0.017904397154893843,1.9012444141971335e11,0.029565183010556266,0.1292930079533846,2.2659668605647036
0.01918328266595769,1.7385752078200647e11,0.029928102143383994,0.12993895591777066,2.363988815924441
0.020462168177021536,2.2849320483386618e11,0.032001534505660435,0.13358594985676842,3.163267792811798
0.021741053688085384,2.7569726059247644e11,0.02593540167084089,0.12518549614543845,6.309958492888548
0.023019939199149228,3.04980761851071e10,0.026917232917671938,0.12538789858538366,2.740756479839919
0.024298824710213076,6.282151070291011e9,0.02734693012604387,0.12603380162193115,2.4912634263219435
0.02557771022127692,8.122352322318603e9,0.027481793636889813,0.12629587488044552,2.4705468392825325
0.02685659573234077,1.4410669843110796e10,0.027519446538350437,0.12648758656989234,2.58805696040745
0.028135481243404613,2.689304604408496e10,0.027520938246639114,0.12699802290334194,3.198644069251206
0.029414366754468457,9.220911107169466e10,0.028577053512580882,0.20063090991279547,31.250634540487386
0.030693252265532305,6.173114467489393e20,0.027367359243515816,0.12581562293457,4.643693668913755
0.03197213777659615,2.699618368060122e18,0.027981527174254398,0.126659479773271,3.1723388457656254
0.03325102328766,1.5777417695934678e17,0.027713280839077342,0.12626266601159775,2.7659741266780196
0.03452990879872384,2.2451925227286336e16,0.027566729864865396,0.12607382222339836,2.5922000287500033
0.035808794309787687,5.042914409981694e15,0.027454007888384542,0.12593238596021078,2.5053365035030417
0.03708767982085154,1.4953986663924162e15,0.027375835814566957,0.1258394093947398,2.5138662447040097
0.03836656533191538,5.34309745009636e14,0.027264608395213077,0.1257414188788581,2.5164622403186416
0.03964545084297923,1.155348960728202e15,0.027245472242880694,0.1256887164805501,2.457621338273504
0.04092433635404307,1.568362448707891e16,0.02728035848851929,0.12573834649899343,2.5165898502504396
0.042203221865106916,1.3955887609411346e19,0.027495337675274185,0.1260632204399747,2.7583666015640604
0.04348210737617077,2.4719079281262566e13,0.028897130205132796,0.12854728805507287,4.2596235309185735
0.04476099288723461,1.3310094546389271e13,0.028467248247829053,0.13288051785917235,7.883081475590776
0.046039878398298456,7.406388967220589e12,0.02628514798688495,0.1250444602851116,2.958722022425385
0.04731876390936231,4.2114984008222207e12,0.02639399795754653,0.12491408554186226,2.562765177990033
0.04859764942042615,2.4166765742798965e12,0.026494052518643018,0.12498460093503662,2.473312624384415
0.04987653493148999,1.3758695066166294e12,0.026601609720437035,0.12512368413343702,2.459517292753737
0.05115542044255384,7.551538818535143e11,0.026739863709488113,0.1253380519725652,2.4817844410277763
0.052434305953617685,3.7474184170925714e11,0.02693419689931251,0.12566252218167737,2.5345152510555096
0.05371319146468154,1.3393042292161646e11,0.02722212752468992,0.12616297715520633,2.6260477699175997
0.05499207697574538,2.715720055066954e10,0.02767132144722425,0.12696892756651468,2.7801394886801973
0.056270962486809226,1.455743437114115e11,0.028424972139797916,0.12836908318500767,3.0522557549327964
0.05754984799787308,2.5347623850743628e11,0.029849581849545313,0.13114366944615158,3.5854240832827124
0.058828733508936915,3.998625495791998e11,0.03320494709660394,0.13819240517011402,4.849023997438261
0.06010761902000076,8.025846846928491e11,0.04608397924269367,0.17100888724865299,9.726310442130021
0.06138650453106461,4.3545789551004307e12,0.22227820342861263,0.6838449282297219,63.5019727909176
0.06266539004212845,4.196319163961977e11,0.02701088250631051,0.1324665181324857,7.813348096009029
0.0639442755531923,1.7003701724312958e11,0.024661478505327714,0.12623724111037218,6.684852352191983
0.06522316106425616,8.04961175133843e10,0.03360418944683814,0.1432316083165255,10.3734591778778
0.06650204657532,3.545354873756009e10,0.024349557738969036,0.12198135718611058,3.923131230987092
0.06778093208638383,1.019737074160962e10,0.02387138141492543,0.12081660038373745,3.1752685733326653
0.06905981759744768,1.5889450902010653e10,0.023859571781549748,0.12058109902781684,2.9101583596293095
0.07033870310851154,2.6897157397508175e10,0.023958518048537124,0.12055780704228576,2.7997487901552582
0.07161758861957537,4.9663009171978966e10,0.024126274360665688,0.12063612983843534,2.7814300917303885
0.07289647413063922,1.0016741668473204e11,0.024422259570174458,0.1208707400531234,2.883407484832043
0.07417535964170308,2.0261028216074982e11,0.02531084554215085,0.12202666143263592,3.5051915908239657
0.07545424515276691,3.294964383512775e12,0.03523317487655409,0.19288705091656372,18.99516881622218
0.07673313066383076,4.76037480656989e12,0.02334148415913414,0.12128511082537509,3.2991852388592178
0.0780120161748946,3.226270210996435e13,0.02374762018064161,0.12097729249736063,3.2184500874188804
0.07929090168595845,2.856442280144977e14,0.024002692357502343,0.12128148165071802,3.7040258924981355
0.08056978719702229,1.6337113873631992e11,0.024211498302404388,0.1223981755359529,4.751058609319366
0.08184867270808614,4.77774758586179e11,0.026192231103207182,0.13271844691016213,11.659582847246858
0.08312755821914998,3.976162459365775e11,0.020711497148002946,0.19746823633544777,19.594193245074262
