ns,el2s,eoc_l2,eh1s,eoc_eh1,ehs_energy,eoc_eh_energy,cond_numbers,ndofs
8.0,0.8458498003943659,NaN,2.1708155935677684,NaN,79.09254012045375,NaN,541552.5834882831,241.0
16.0,0.012831771465751218,6.042609245418518,0.08235627439934151,4.720214799504617,2.400377472996934,5.042208427689016,1.0542028175595503e6,681.0
32.0,0.0034713670476957644,1.8861445298636017,0.02192728413193555,1.9091514335245572,1.0911632459575078,1.137394340187653,7.642884735524231e6,2345.0
64.0,0.0008364929510517551,2.05307862957138,0.005592000595177499,1.9712907144751115,0.6168199485098621,0.8229456263087633,5.9271942321084835e7,8865.0
128.0,0.00020879407834888895,2.002272587108499,0.0014100480358060143,1.9876202028189511,0.26857818921229076,1.1995072733985865,4.6536997300162727e8,34225.0
256.0,5.380596312721915e-5,1.9562428203075446,0.0003547870909213046,1.9907188888098561,0.12916711535434658,1.0561033294965188,3.686092445998076e9,134217.0
