ns,el2s,eoc_l2,eh1s,eoc_eh1,ehs_energy,eoc_eh_energy,cond_numbers,ndofs
8.0,0.04265277017337725,NaN,0.29202969100424164,NaN,4.335957510682552,NaN,235145.17961598866,241.0
16.0,0.011947247426923536,1.835961175098145,0.0809153777632128,1.8516292427001138,2.060190885053975,1.0735726042126146,1.5858726785756075e6,681.0
32.0,0.0030527878284589546,1.9684790388163187,0.02101183793869049,1.945211546914509,1.0239508616739728,1.0086315315773842,1.1533303445108153e7,2345.0
64.0,0.0007588733217312971,2.008196341773076,0.005322201506201221,1.9811073233316918,0.5109657651531971,1.002847945030847,8.944760946742767e7,8865.0
128.0,0.00018791531000117068,2.013776465456973,0.001335587153780853,1.9945490117486029,0.2559450081970682,0.9973927643196618,7.022009254695547e8,34225.0
256.0,4.817643320703542e-5,1.9636831208676153,0.0003371204913562175,1.9861378950308162,0.12742195268968945,1.0062200176748033,5.563096601490165e9,134217.0
